         85, 93, 26, 27, 80, 94,  5, 83, 60, 78, 91, 75, 82, 97, 18, 99,
          0, 43, 99,  7, 86, 63,  7, 47, 52, 19, 72, 59, 55, 60, 87, 61,
         10, 86, 17, 25, 95, 53, 45, 74, 50, 78, 61, 80, 96, 73, 46, 17,
         72, 24, 76, 56, 91, 33, 36, 85, 90, 45, 92, 32, 19, 81, 98, 47,
         94,  7, 66, 27,  4, 15, 60, 44,  3,  8, 56, 25, 10, 16,  2, 78,
         26, 13, 69, 12, 93, 92, 60, 74, 69, 90, 21, 15, 27,  1, 71, 93,
          9, 89, 59, 28, 38, 63, 40, 77, 75, 89, 27, 35, 44, 79, 16, 72,
         96, 42, 60, 80, 27, 51, 16, 91,  7, 35, 22, 11, 81, 31, 34, 85,
         48,  7, 51, 90, 28,  6, 79, 69,  1, 83, 65, 95, 21, 70, 33, 57,
          8, 47, 31, 33, 53, 33, 82, 84, 62, 96, 38, 92, 57, 28, 72,  7,
         36, 59, 58, 91, 94, 69, 40, 76, 77, 64, 63, 25, 31, 99, 39, 85,
         13, 44, 24, 40, 33, 54, 92, 30],
        [49, 12,  0, 19, 89, 85, 72, 64, 76, 96, 38, 84, 82, 60, 45, 41,
         38,  0,  2, 82, 59, 75, 92, 44, 36, 47, 91, 15, 78, 11, 99, 59,
         99, 12,  7, 59, 65, 34, 37, 50,  8, 89, 92, 44, 54,  7, 53,  7,
          7, 19, 99, 48, 85, 65, 67, 24, 36, 55, 55, 43, 72, 75, 63, 36,
         34,  2, 78, 28, 90, 52,  3, 32,  8, 96, 94, 48, 99, 55,  1, 92,
         78, 31, 55, 24, 97, 63, 93, 35, 84, 99, 30, 18, 63, 19, 89, 31,
         63, 98, 91,  7, 70, 40,  5, 10, 56, 58, 17, 41, 84, 32, 97,  1,
         60,  2, 72, 56, 56, 90, 23, 51, 71, 20, 40, 29, 47, 35, 15, 86,
         73, 12, 58, 14, 22, 80, 82, 42, 93, 38, 71, 40, 10, 66, 20, 75,
         17, 97, 59, 10, 68, 87, 52,  1, 19, 30, 77, 35, 83, 49, 93, 25,
         78, 60, 27, 90,  4, 80,  6, 79, 42, 76, 52, 99, 69, 82,  6, 40,
         69, 32, 53, 56, 33, 62, 75, 41, 55, 69, 14, 81, 99, 14, 60, 60,
         40, 10, 84,  1, 23, 94, 92, 19],
        [27, 25, 28, 24, 98, 63,  3, 88, 51, 40, 15, 92, 37, 98,  0,  8,
         17, 21, 42,  8, 55, 75, 61, 96, 71, 50, 49, 23, 32, 23,  1, 29,
         26, 51, 18, 69, 50, 27,  7, 33, 28, 65, 52, 19, 39, 64, 13, 99,
         62, 41, 25, 79, 18, 98, 99, 46,  9, 78, 59, 95, 58, 62, 69, 10,
         89, 48,  6, 97, 61, 12, 68, 78, 69, 33, 71,  4, 16, 76, 31,  8,
         64,  4, 71, 77, 39, 40, 74, 59, 73, 35, 97, 81, 71, 77, 81, 70,
         98, 23, 74, 25, 80, 14, 98, 33, 10, 46, 74, 40, 35, 63, 14, 53,
         25, 48, 23, 62, 42, 46, 60, 70, 33, 29,  7, 57, 72, 11, 60, 35,
         69, 18, 47, 89,  2, 84, 96, 41,  8, 92, 29, 89,  4, 27,  8, 35,
         87, 81, 12,  2, 96, 46,  4, 77, 40, 10, 22, 65, 68, 94, 24, 28,
         58, 73, 94,  5, 28, 36, 29, 13, 48, 18, 94, 48, 31, 13,  2, 25,
         12, 61, 46, 18, 55, 83,  4, 58, 65, 41, 59,  4,  5, 98, 78, 66,
         58, 49, 84, 87, 43,  1, 99, 34],
        [28, 92, 78, 32, 46, 66, 53, 46, 47,  4, 45, 16,  1,  6,  6, 29,
         55, 80, 32, 51, 91, 20, 27, 34, 78, 93,  9,  5, 68, 62, 90, 60,
         29, 11, 63, 72, 35, 86, 56, 29, 85, 92, 74, 18, 68, 12, 24, 77,
         12, 55, 20, 13, 63, 77, 34, 55, 87, 47, 78, 68, 99, 16, 86, 16,
         27, 46, 42, 61, 56, 68, 85, 26, 67, 29, 14,  7,  8, 64, 80, 99,
         17, 12, 97, 54, 56, 64, 67,  6, 13, 19, 91,  1, 20, 19, 72,  4,
         27, 53, 89, 53, 57, 52, 43, 36, 52, 36, 41, 72, 52, 39, 81, 18,
         63,  6, 25, 85, 93, 82, 67, 97, 65, 24, 93,  1, 91, 55, 14, 97,
         33, 33, 49, 33, 91, 55, 76, 12, 61, 28, 89, 81, 41, 70,  5, 10,
         72, 64, 35, 29, 68, 50, 64, 94, 84, 97, 74, 57, 25, 16, 43, 94,
         62, 60, 13, 54, 93, 40, 95, 19, 41, 90, 61,  1, 42, 49, 58, 22,
         68, 92, 31, 19, 95, 39, 99, 71, 11, 28, 87, 33,  1,  8, 34, 40,
         42, 63, 12, 55, 16, 38, 66, 80],
        [19, 33, 52, 31, 36, 22, 21,  7, 75, 77, 31, 52, 84, 52,  4, 22,
         66, 41, 30, 39, 88, 15, 98, 33, 15, 42,  8, 33,  7, 97, 16, 70,
          3, 66, 20, 33, 64, 38, 36, 67, 15, 85, 65, 41, 55, 55, 18, 23,
         96, 59,  3, 27, 70, 91, 86, 55, 45,  2, 47, 64, 42, 61, 85,  6,
         86,  0, 76, 38, 64, 41, 46, 11, 45,  6, 96, 81, 74, 68, 94,  5,
         81, 20, 12, 25, 69, 64, 42, 24, 81, 11, 61, 44, 22,  6,  9, 41,
         64, 95, 27, 25, 39, 81, 61, 48, 14, 69, 59, 67, 42, 63, 49, 55,
          3, 19, 56, 27,  9, 30, 18, 76, 54, 31, 31, 26,  2, 27,  5, 60,
         77, 18, 15,  0, 49, 16, 14, 42, 20, 51, 91, 31, 54, 72,  2, 90,
         14, 56, 77, 45, 64, 80, 14, 30, 40, 61, 44, 56, 26, 67, 47, 43,
          3, 69, 72, 13, 88, 98,  9,  8, 30, 64,  8, 31, 24, 93, 47, 72,
         13, 36, 52, 90, 77, 75, 56, 96, 66, 46, 18, 19, 12, 33, 46, 68,
         27, 93, 25, 44, 19, 14, 27, 36],
        [21, 87,  3, 39, 20, 62, 25, 63,  1, 70, 68, 21, 64, 73,  6, 66,
         53, 12, 63, 52, 37,  7, 92, 45, 56, 37, 50, 66, 22, 98, 90, 37,
         65,  4, 11, 96,  2, 99, 95, 74, 27, 84, 85, 64, 30, 20, 70, 32,
         31, 25, 38, 79, 69,  2, 24,  3,  1, 88,  0, 79, 76, 72, 91, 13,
         34,  3, 29, 36, 58,  3, 59,  7, 58, 94,  7, 19, 77,  0, 88, 82,
         90, 14, 72, 37, 68, 75, 47, 12, 20, 57, 80,  6,  3, 94,  5,  2,
         86, 37, 44,  7, 50,  3, 55, 15,  2, 81, 53, 42, 76, 25,  2, 28,
         47, 72, 13, 29, 96, 58, 39, 37, 44, 37, 18, 17, 45, 80, 43, 71,
         63, 57, 26,  7, 14, 10, 72, 77, 79,  2, 62, 36,  0, 48,  1, 56,
         66, 76, 49, 68, 68, 65, 46, 93, 14, 97, 20, 77, 49, 60, 69, 75,
         51, 75,  7, 76, 75, 63, 30, 85, 84, 22, 81, 50, 71, 96, 89, 64,
         86, 42, 44, 28, 28, 84, 16, 54, 20, 63,  5,  0, 17, 80, 16,  7,
         24, 45, 58, 71, 84, 33, 99, 77],
        [77, 90, 76, 40, 67, 54, 41, 71, 80, 14, 39,  4, 88, 32, 53, 69,
         10, 43,  2, 94, 76,  7, 17, 73, 75, 95, 41, 71, 76, 20, 60, 34,
         81, 72, 78, 35, 50, 42, 39, 93, 48, 84, 64, 98, 51,  1, 85, 33,
         22, 84, 72, 54, 44,  4, 88, 72, 24, 68,  8, 32, 48, 80, 72, 56,
         63, 88, 17, 94, 61,  6, 34, 27, 32, 68, 26, 76, 82, 83,  6, 15,
         30, 51, 61, 15, 54, 32,  5, 65, 26, 21, 43, 83, 94, 14, 23, 12,
          3, 17, 73, 82, 48, 80, 10, 51, 16,  7,  4, 36, 68,  1, 88, 85,
         75, 86, 19,  5, 31, 21, 75,  5, 40, 95, 13, 59,  7, 34,  5, 42,
         81, 60, 24, 10, 88, 39, 15, 99, 76, 67, 71, 83, 54, 34, 64, 59,
         54, 47,  4, 68, 56, 64, 35, 47,  7, 73, 47, 90, 41, 21, 12, 80,
         71, 44, 64, 18, 49, 59, 44, 67,  3,  5, 76, 33, 84, 87, 89, 27,
         73, 82, 75,  6, 91, 12,  3, 33, 45, 30, 72, 22, 33, 24, 91, 80,
         89, 23, 28,  9, 86, 18, 70, 37],
        [39, 31, 98,  5, 83, 96, 50, 20, 48, 54,  4, 94, 86, 84, 41, 42,
         60, 13, 34, 14, 42, 99, 75, 86, 18, 79, 64, 98, 41, 17, 98, 90,
         92, 53, 54, 57, 62, 24, 89, 51,  4, 50, 87, 19, 31, 36, 63, 57,
         96, 92, 52, 43, 93, 36, 75, 58,  5, 53,  9, 73, 39, 90, 31, 16,
         41,  1,  4, 37, 97, 39, 42, 73, 43, 50, 30, 33, 81, 54, 58, 68,
          0, 88,  3, 36, 67, 42, 62, 96,  9, 20, 56, 36, 98, 50, 33, 57,
         66, 97, 39, 14, 92, 44, 38, 95, 36, 40, 51, 99,  0, 23, 39, 57,
          6, 53, 75, 97,  7, 68,  5, 74,  0, 56, 65, 47, 57, 93, 80, 16,
         41, 86, 70, 12, 49, 44, 24, 50, 12, 12, 86, 66, 35, 10, 58, 23,
          0, 79, 92,  5, 13, 22, 30,  1, 18, 69, 89,  6, 93, 42,  6, 52,
         28, 76, 41, 33,  3, 32, 42, 68, 14, 73, 69, 82,  6, 35, 98, 98,
         70, 68, 70, 16, 49, 51, 73, 20, 49, 89, 52, 42, 70, 88, 93, 89,
         84, 68,  3, 73, 13, 44, 33, 23],
        [50, 86, 20, 82, 27, 23, 57, 85, 58, 95, 20, 97, 54, 64, 35, 30,
         81, 81, 72,  8, 83, 79, 26, 25, 28, 20, 60, 42, 50,  6,  7, 19,
         34, 21, 46, 51, 18,  3, 68, 91, 24, 67,  0, 88, 78, 84, 25, 95,
         10, 20, 15, 40, 83, 30,  0, 84, 75, 57, 25, 23, 43, 89, 18, 87,
         80,  3, 72, 53,  5, 65, 44, 44, 10, 41, 98,  5, 37, 35, 86, 54,
         26, 42, 62,  2, 23, 86, 58, 31, 24, 43, 34, 88, 66, 52, 32, 45,
         55, 42, 11,  5, 96, 27, 90, 71, 96, 68, 44, 45, 13, 40, 37, 51,
         25, 42, 65, 64, 53, 41, 35, 31, 89, 80, 51, 22, 81, 50, 61, 38,
         41,  6,  9,  5,  1, 85, 37, 12, 86, 36, 27, 95, 96, 56, 50, 88,
         55, 97, 51, 59, 76, 29, 73,  6, 58, 36, 38, 54, 71, 58, 65, 17,
          7, 23,  3, 74, 26, 71, 86,  1,  5, 62, 75, 63, 38, 51, 70, 90,
         40,  9, 78, 55, 53, 67,  9, 49, 38, 95, 73, 63, 86, 98, 25, 37,
         12, 48, 62, 75, 54, 17, 20, 99],
        [74, 43, 53, 58, 67, 76, 24, 44, 15, 55, 23, 91, 92, 42,  5, 46,
         35,  9, 33, 58, 26, 33, 14, 96,  6, 36, 58, 31, 55, 51, 10, 53,
         36, 95, 83, 38, 52, 98, 41,  8, 48, 39, 44, 12, 13, 46, 77, 11,
         31,  8, 74, 80, 82, 34, 53,  9, 66, 58,  0, 50, 28, 64, 69, 23,
         24, 20, 89, 54,  0, 36, 68, 47, 99, 79, 99, 49, 10,  7, 64, 96,
         57,  1, 41, 57, 80, 78,  9, 61, 28, 57, 76,  3, 32, 86, 76,  8,
         11, 40, 28, 39,  0, 74, 33, 20,  9, 74, 16, 24, 90, 80, 76, 60,
         22, 93, 25, 19, 54, 11, 90, 35, 61, 91, 48, 14, 23, 17, 42, 90,
         84, 74, 39, 68, 53, 73, 39, 80, 72, 61, 66, 89, 69, 23, 47, 51,
         60, 60, 50, 46, 60, 12, 43, 88, 21, 11, 99,  4,  9, 32, 72, 31,
         38, 25, 24, 82, 62, 30, 22, 85, 34, 69, 86,  6, 43, 44, 91, 80,
         77, 18, 73, 53, 12, 84, 21, 22, 78, 21, 39, 51,  8, 58, 95, 16,
          5, 42, 10, 86, 49,  2, 36, 69],
        [18, 43, 35, 76, 29, 58, 26,  9, 27, 35, 16,  1, 99, 89, 76, 89,
         49, 46, 54, 93, 37, 46, 27, 94, 37, 82,  8, 80, 58, 38, 34, 25,
         75, 80, 15, 28, 11, 50, 88, 26, 28, 15, 95, 23,  9, 19, 40, 31,
         75, 44, 36, 37, 72, 39, 56, 93, 75,  7, 73, 29, 51, 91, 21, 35,
         11, 78, 61, 32, 65, 62, 51, 59, 92, 71, 75, 24, 27, 77, 66,  5,
         16, 68, 56, 48, 29, 71, 29, 33, 27, 62, 41, 88, 60, 79, 43, 11,
         26, 62, 47, 61, 21, 44, 95, 21, 21, 11, 59, 57, 94,  8, 98, 10,
         81, 99, 20, 94, 24,  7, 40, 82, 45, 89, 50, 74, 35, 78, 82, 11,
         94, 69, 44, 98, 98, 34, 93, 92,  6, 13, 47, 94, 58, 98, 10, 77,
         91, 56, 23, 25, 65, 76,  8, 21, 82, 38, 38, 35, 64, 14, 92, 82,
         36, 73, 80, 10, 39, 71, 87,  2, 77, 32, 42, 49, 62, 34, 76, 71,
          9, 26, 57, 53, 79, 52, 84, 88, 27, 69, 58, 97, 80, 78, 84, 20,
         96,  4,  7, 46, 42, 31,  7, 40],
        [63,  3, 35, 71, 30, 33,  6, 19, 27, 45, 12, 56, 12, 30,  0, 11,
          2, 79, 84, 24, 46, 14,  2, 32, 64, 11, 65, 38, 71, 31, 14, 59,
         96, 27, 93,  4,  0, 27, 65, 36, 82, 21, 87, 24, 44, 53, 27, 53,
         69, 71, 28, 53, 27, 88,  0, 42, 99, 12,  4, 97, 36,  1, 99, 21,
         37, 41, 43, 72, 90,  4, 69, 67, 52, 70, 53, 13, 28, 76, 33, 71,
         32, 72, 21, 18, 60, 14,  7,  7, 82, 79, 37, 51, 84, 66, 65, 45,
          3, 46, 90, 45, 88, 34, 69, 91, 27, 62, 31, 25, 65, 72, 66, 23,
         73, 77, 25, 21, 46, 60, 86, 49, 31, 22, 88,  2, 92, 72, 51, 19,
         49, 45, 31, 52, 95, 21, 37, 75, 29, 69, 22, 14, 37,  0, 26, 22,
         50, 52, 99, 59,  2, 15, 29, 39, 27, 25, 12,  8, 46, 56, 29, 71,
         29, 59, 72, 52, 84, 81, 80, 57, 30, 55, 32,  9, 18, 90, 75, 16,
         81, 14,  6, 30, 72, 84, 49, 32, 20, 41, 93,  9, 25, 97, 53, 70,
         79, 18, 82, 76, 45, 50, 16, 71],
        [46, 51, 35, 27, 43,  1, 11,  5, 85, 61, 68, 60, 27,  9, 74, 43,
         32, 43, 59, 98, 67, 93, 82, 52, 31, 82, 17, 84, 90, 87, 99, 43,
         77, 69, 74, 27, 27, 45, 56, 59, 49, 75,  7, 93, 77, 45, 86,  5,
         79, 95,  9,  2, 29,  4, 99, 60, 27, 55, 73, 94, 31, 42, 66, 14,
         38, 72, 42,  4,  5, 61, 54,  0, 85, 85, 28, 80,  1,  8, 88, 17,
         92, 69, 24, 44, 35, 49, 90, 98, 51, 69, 26, 41, 41, 88, 27, 36,
         52, 39, 26, 29, 64, 17, 58, 93, 18,  0,  0,  8, 61, 54, 13, 79,
         18, 56, 97, 72, 52, 57, 79, 51, 45, 96, 87, 30,  1, 43, 43, 46,
         87, 41, 56, 60, 16, 80,  3, 35, 47, 42, 23, 23, 46, 35, 60, 24,
         56, 13, 63, 23, 90, 96, 43, 80,  7, 95, 79, 76, 43, 69, 76, 41,
         36, 39, 12, 11, 85, 58, 77, 77, 90, 53, 57, 97, 14, 26, 89, 55,
         89, 16, 46, 11, 39, 65, 71, 74, 96,  3, 31, 51, 22, 18, 72, 82,
         61, 24, 93, 13, 58, 56, 67, 64],
        [61, 92, 63, 25, 45, 27, 33, 71, 45, 49, 23, 16,  6,  4, 84, 95,
          0, 38, 58, 24, 78, 69, 46, 72, 53, 73, 23,  4, 67, 19, 51,  5,
         75, 92, 43, 30, 73, 26, 70, 65, 68,  9, 73, 18, 77, 69,  9, 28,
          4, 99, 20, 12, 15, 60, 21, 21, 71, 42, 86,  2,  3, 10, 17,  5,
         38, 52, 33, 10, 30, 44, 41, 33, 73, 49,  6, 39, 74, 18,  5, 29,
         92, 56, 40, 10,  7, 52, 14, 67, 76, 24, 13,  8, 93, 96, 55, 58,
         57, 64, 85, 77, 66, 81, 30, 89,  3, 83, 49, 25, 11, 77, 98, 54,
         40,  8,  8, 21, 97, 77, 19, 54, 56, 42, 67, 26, 65, 47, 22, 59,
         56, 42, 97, 12, 18, 47, 15, 12, 13, 88, 94, 42, 13,  0, 38, 94,
         59, 86, 72,  4, 13, 41, 64, 66, 84, 19,  5, 66, 44, 91, 71, 30,
         63, 56, 63, 35, 64, 52,  0, 65, 12, 68, 28, 97, 85, 33, 43, 44,
         12, 38, 91, 36, 97,  8,  8, 47, 61, 88, 72, 82, 30, 93, 54, 11,
         41, 82, 85, 68,  6, 37, 10, 80],
        [79, 66, 40, 50, 84,  5, 21, 28, 22, 80, 75, 20, 95, 33, 65, 72,
         55, 38, 95, 18, 41, 24, 57, 28, 60, 81, 24, 22, 31, 32, 24, 44,
         92, 16,  4,  3, 99, 92, 92, 78, 62, 52, 98,  5, 46,  3, 80, 14,
         43, 36, 47, 84, 93, 27, 18, 20, 81, 43, 73, 95, 51, 68, 55, 26,
         65, 54, 62, 77, 39, 66, 33,  2, 84, 10, 93, 22, 58, 76, 88, 96,
         33, 59, 59, 60, 36, 41, 25, 59, 61, 42, 86, 90,  2, 83, 77, 19,
         92, 33, 28, 70, 71, 73, 17, 75,  8, 61, 49, 92, 15, 73, 72, 77,
         14,  4, 91, 42, 30, 53,  4, 71, 26, 95, 51, 94, 88, 81, 18,  4,
         11, 80, 23, 72,  2, 86,  2,  4, 46, 75, 82, 22,  1,  3, 49, 43,
         20, 74, 14, 12, 55, 96, 89, 53, 99, 54, 96, 42, 31, 95, 36,  5,
         10, 98, 28, 62, 99, 38, 20, 16, 87, 37, 74, 85, 38, 71, 24, 38,
         38, 62, 91, 32, 35, 98, 83, 18, 83,  5, 91, 76, 81, 25,  1, 82,
         27, 55, 76, 19, 65, 84, 90, 82],
        [96, 62, 74, 32, 59, 40, 66, 11, 97, 79, 67,  7, 43, 91, 64, 80,
         31, 54, 58, 89, 47, 80,  3, 84, 54, 10, 50, 46, 72, 60, 71, 57,
         46,  6,  6, 33, 72, 56, 12, 85, 33, 67,  9, 30, 91, 46, 10, 37,
         57, 57, 86, 84, 92, 68, 61, 29, 15, 74, 96,  8, 64, 52, 80, 24,
         19, 34, 71, 27, 78, 94, 65, 95, 78, 55, 66, 29, 77, 76, 38, 91,
         66, 19, 24, 94, 94, 69, 95,  6, 84, 60, 87, 11, 76, 26, 14, 53,
         18, 88, 82, 47, 26, 11, 70, 75, 18, 84, 18, 55, 92, 15, 25, 62,
         88,  6, 12, 95, 36, 89, 37, 62, 60, 45, 96, 96, 74, 35, 37, 67,
         84, 83, 59, 97, 10, 47, 44, 93, 80, 62, 38, 17, 44, 76,  3, 29,
         94, 92, 75, 36, 62, 78, 27, 24, 66, 23, 20, 99, 33, 96, 88, 27,
         53, 69, 31, 70, 84, 39, 16, 85, 91,  4, 95, 19, 84, 45, 33, 84,
         31, 34, 74, 51, 42,  3,  0, 57, 81, 38, 88, 21, 44, 10, 86, 40,
         16, 18, 37, 92, 27, 92, 70, 30],
        [27, 55, 81, 44, 73, 16, 64, 33, 29, 76, 23, 65, 66, 46, 42, 16,
         10, 66, 72, 84,  5, 50, 52, 31, 48, 49, 17, 69, 23, 59, 50, 53,
          1, 99, 58, 32, 71, 81, 14, 86,  3, 40, 37, 99, 11, 55, 78, 67,
         23, 72, 92, 35, 79, 75, 87, 79, 22, 83, 14, 14, 29, 92, 98, 88,
          1, 27, 32, 50, 50, 35, 40, 66, 25, 83, 82, 45, 25, 83, 19, 49,
         98, 79, 63, 15, 48, 99, 15, 54, 79, 65, 74, 28, 24,  4,  4, 58,
         75, 98, 99, 23, 70, 37, 60,  1, 97, 23, 85, 41, 64, 62, 54, 19,
         75, 77, 56,  3, 60, 29, 59, 36, 42, 94, 94, 58, 82,  8, 44, 56,
         81, 73, 10, 10, 73, 47, 88,  5, 30, 75, 27, 29,  6,  4, 96, 85,
